date,country,ISO_2
2022-12-16,South Africa,ZA
2022-12-18,Norway,NO
2022-12-18,Sweden,SE
2022-12-24,Czech,CZ
2022-12-24,Finland,FI
2022-12-24,Sweden,SE
2022-12-25,Argentina,AR
2022-12-25,Australia,AU
2022-12-25,Austria,AT
2022-12-25,Belarus,BY
2022-12-25,Belgium,BE
2022-12-25,Brazil,BR
2022-12-25,Canada,CA
2022-12-25,Colombia,CO
2022-12-25,Croatia,HR
2022-12-25,Czech,CZ
2022-12-25,Denmark,DK
2022-12-25,England,None
2022-12-25,Finland,FI
2022-12-25,France,FR
2022-12-25,Germany,DE
2022-12-25,Hungary,HU
2022-12-25,India,IN
2022-12-25,Ireland,IE
2022-12-25,Isle of Man,IM
2022-12-25,Italy,IT
2022-12-25,Mexico,MX
2022-12-25,Netherlands,NL
2022-12-25,New Zealand,NZ
2022-12-25,Northern Ireland,None
2022-12-25,Norway,NO
2022-12-25,Poland,PL
2022-12-25,Portugal,PT
2022-12-25,Scotland,None
2022-12-25,Slovenia,SI
2022-12-25,South Africa,ZA
2022-12-25,Spain,ES
2022-12-25,Sweden,SE
2022-12-25,Switzerland,CH
2022-12-25,Ukraine,UA
2022-12-25,United Kingdom,GB
2022-12-25,United States,US
2022-12-25,Wales,None
2022-12-26,Australia,AU
2022-12-26,Austria,AT
2022-12-26,Canada,CA
2022-12-26,Croatia,HR
2022-12-26,Czech,CZ
2022-12-26,Denmark,DK
2022-12-26,England,None
2022-12-26,Finland,FI
2022-12-26,Germany,DE
2022-12-26,Hungary,HU
2022-12-26,Ireland,IE
2022-12-26,Isle of Man,IM
2022-12-26,Italy,IT
2022-12-26,Mexico,MX
2022-12-26,Netherlands,NL
2022-12-26,New Zealand,NZ
2022-12-26,Northern Ireland,None
2022-12-26,Norway,NO
2022-12-26,Poland,PL
2022-12-26,Scotland,None
2022-12-26,Slovenia,SI
2022-12-26,South Africa,ZA
2022-12-26,Sweden,SE
2022-12-26,United Kingdom,GB
2022-12-26,United States,US
2022-12-26,Wales,None
2022-12-27,Australia,AU
2022-12-27,Canada,CA
2022-12-27,England,None
2022-12-27,Ireland,IE
2022-12-27,Isle of Man,IM
2022-12-27,New Zealand,NZ
2022-12-27,Northern Ireland,None
2022-12-27,Scotland,None
2022-12-27,United Kingdom,GB
2022-12-27,Wales,None
2022-12-31,Sweden,SE
